X,av_tt,maxdelay_NBSB,saturation_NBSB,maxdelay_EBWB,saturation_EBWB
0.5,613.859649122807,11.606060606060606,0.1,16.65573770491803,0.3737696850393698
0.4875,632.4074074074074,13.962224989622252,0.1,19.584815719102426,0.70006127641731
0.475,688.2008368200837,14.179590017825314,0.1,26.281468699070082,1.0992103154048423
0.4625,608.5321100917431,13.557383470426947,0.1,15.214743916098154,0.404789352353347
0.45,629.804347826087,19.371959026888607,0.40934928451039354,16.534718596637777,0.5912142204729018
0.4375,622.6590909090909,19.627023661270236,0.36965379089677186,15.980241016176308,0.5920112232835574
0.425,610.9959349593496,20.788961038961038,0.42868692065300257,13.28887379959259,0.3729806070358015
0.4375,638.8247422680413,21.82815964523282,0.5916791827198657,17.39842776339757,0.7067796983739525
0.425,618.9954337899543,19.726594301221162,0.309217513741404,15.181711730892061,0.5704146496347315
0.4125,621.8954248366013,18.21416871416871,0.1,15.555737704918034,0.6503947459880755
0.4,608.1506849315068,20.51743462017435,0.2506543807471705,13.284876777765714,0.4918482924317829
0.3875,567.7184466019418,21.36931818181818,0.27585319621583093,8.775088028169012,0.1
0.4,637.4107142857143,21.59610389610389,0.37861191292320595,18.99439102564103,0.9076091541868803
0.3875,560.7494145199063,15.419894366197184,0.1,9.615047686329916,0.1
0.375,613.9092872570194,22.217620481927714,0.2994407727503817,14.575416389073956,0.7022612066167838
0.3625,581.3302752293578,23.670833333333338,0.393143509217052,9.733151059466849,0.23264657136766903
0.375,625.2542372881356,22.220279720279716,0.29976396538158834,16.18754282155092,0.8115856262817874
0.3625,596.0526315789474,22.343108504398828,0.23208539449923302,13.301242690058478,0.6436253146682696
0.35,579.1891891891892,24.148484848484845,0.3717530430417865,10.057154605263156,0.35019829101762134
0.3625,576.3317757009346,18.450211864406775,0.1,11.133508771929826,0.4253469245122298
0.35,571.8461538461538,22.97321428571429,0.22633390705679868,9.87037037037037,0.32407273776879814
0.3375,601.697247706422,23.324675324675326,0.18216406829992565,13.482953151827326,0.7402300053888742
0.325,567.2311212814645,26.173621460506702,0.4520492745688472,8.727513227513224,0.2917045569364443
0.3375,580.0700934579439,31.452088452088454,0.9964455901882664,8.294508301404857,0.14104751174996558
0.35,598.4521384928717,28.79157427937916,0.8301556741294903,12.56804478897502,0.6260138278607936
0.3625,596.8888888888889,27.237373737373737,0.748038645242556,11.395686826066571,0.4561612607358328
0.375,570.1401869158879,16.6475,0.1,11.87381864623244,0.4524975261369014
0.3625,569.0024330900243,19.0949074074074,0.1,10.37037037037037,0.32678571428571457
0.35,584.1628959276018,26.456466069142124,0.61972690346556,9.043703703703704,0.1954894560759088
0.3625,571.025641025641,21.44744318181818,0.11217459023319601,10.75011720581341,0.377580103127165
0.35,591.17903930131,22.865582191780824,0.2122691215251219,12.37037037037037,0.6083602026715794
